,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,frameRate
86,Trial # 82,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0077.jpg,1,Group1_IMG_0077.jpg,,,,,0.0,81.0,81.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.53425,None,315.53425,None,315.53425,None,2.0,0.690962919,315.53425,None,315.53425,None,1.0,1.115392398,315.7686175,None,315.53425,None,2.0,1.586481541,316.2017042,None,315.53425,None,space,0.21729298,1.608853806,None,315.53425,None,315.53425,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
87,Trial # 83,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9702.jpg,0,encoded_Group2_IMG_9702.jpg,,,,,0.0,82.0,82.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.384215,None,317.384215,None,317.384215,None,1.0,0.694876206,317.384215,None,317.384215,None,1.0,1.118821564,317.6347837,None,317.384215,None,1.0,1.556123323,318.067733,None,317.384215,None,space,0.320438415,1.583171787,None,317.384215,None,317.384215,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
88,Trial # 84,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0357.jpg,1,Group1_IMG_0357.jpg,,,,,0.0,83.0,83.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.3352522,None,319.3352522,None,319.3352522,None,1.0,0.725537695,319.3352522,None,319.3352522,None,1.0,1.081887412,319.6019769,None,319.3352522,None,1.0,1.454810863,319.9689344,None,319.3352522,None,space,0.16570953,1.478509944,None,319.3352522,None,319.3352522,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
89,Trial # 85,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9772.jpg,1,Group1_IMG_9772.jpg,,,,,0.0,84.0,84.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.0028055,None,321.0028055,None,321.0028055,None,3.0,0.709075302,321.0028055,None,321.0028055,None,3.0,1.066067875,321.2527661,None,321.0028055,None,2.0,1.536549619,321.6200411,None,321.0028055,None,space,0.095646002,1.560580621,None,321.0028055,None,321.0028055,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
90,Trial # 86,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0482.jpg,1,Group1_IMG_0482.jpg,,,,,0.0,85.0,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.6858554,None,322.6858554,None,322.6858554,None,1.0,0.796811666,322.6858554,None,322.6858554,None,1.0,1.15305216,323.0370051,None,322.6858554,None,1.0,1.5250075,323.4035446,None,322.6858554,None,space,0.163434811,1.552850852,None,322.6858554,None,322.6858554,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
91,Trial # 87,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0299.jpg,1,Group1_IMG_0299.jpg,,,,,0.0,86.0,86.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.4361949,None,324.4361949,None,324.4361949,None,4.0,0.880951159,324.4361949,None,324.4361949,None,3.0,1.271946308,324.8702829,None,324.4361949,None,2.0,1.677754613,325.2708619,None,324.4361949,None,space,0.214451941,1.70659427,None,324.4361949,None,324.4361949,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
92,Trial # 88,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0301.jpg,0,encoded_Group2_IMG_0301.jpg,,,,,0.0,87.0,87.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.403853,None,326.403853,None,326.403853,None,2.0,0.696093277,326.403853,None,326.403853,None,2.0,1.916985217,326.6385695,None,326.403853,None,3.0,2.422999666,327.8709092,None,326.403853,None,space,0.217995857,2.449555222,None,326.403853,None,326.403853,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
93,Trial # 89,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_5136.jpg,0,encoded_Group2_IMG_5136.jpg,,,,,0.0,88.0,88.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.1043483,None,329.1043483,None,329.1043483,None,2.0,0.726964485,329.1043483,None,329.1043483,None,2.0,1.984311179,329.3714616,None,329.1043483,None,5.0,2.623400294,330.6387911,None,329.1043483,None,space,0.325601703,2.648788651,None,329.1043483,None,329.1043483,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
94,Trial # 90,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0460.jpg,1,Group1_IMG_0460.jpg,,,,,0.0,89.0,89.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.1064798,None,332.1064798,None,332.1064798,None,3.0,0.792927819,332.1064798,None,332.1064798,None,3.0,1.114969758,332.4391128,None,332.1064798,None,1.0,1.553288001,332.7725767,None,332.1064798,None,space,0.135981312,1.576924152,None,332.1064798,None,332.1064798,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
95,Trial # 91,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0068.jpg,0,encoded_Group2_IMG_0068.jpg,,,,,0.0,90.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.8723692,None,333.8723692,None,333.8723692,None,3.0,0.811308455,333.8723692,None,333.8723692,None,3.0,1.634597701,334.2233645,None,333.8723692,None,2.0,2.372954671,335.0570077,None,333.8723692,None,space,0.17486464,2.400276901,None,333.8723692,None,333.8723692,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
96,Trial # 92,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0337.jpg,1,Group1_IMG_0337.jpg,,,,,0.0,91.0,91.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.4912092,None,336.4912092,None,336.4912092,None,1.0,0.786400363,336.4912092,None,336.4912092,None,1.0,1.474567745,336.8254028,None,336.4912092,None,2.0,2.080382373,337.5241289,None,336.4912092,None,space,0.24076163,2.11539197,None,336.4912092,None,336.4912092,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
97,Trial # 93,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0346.jpg,0,encoded_Group2_IMG_0346.jpg,,,,,0.0,92.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.8747163,None,338.8747163,None,338.8747163,None,1.0,0.894491468,338.8747163,None,338.8747163,None,1.0,1.751765135,339.3251383,None,338.8747163,None,1.0,2.35795512,340.1928875,None,338.8747163,None,space,0.413730387,2.383482707,None,338.8747163,None,338.8747163,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
98,Trial # 94,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_4253.jpg,1,Group1_IMG_4253.jpg,,,,,0.0,93.0,93.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.7260215,None,341.7260215,None,341.7260215,None,4.0,1.541567864,341.7260215,None,341.7260215,None,4.0,2.130196747,342.8096642,None,341.7260215,None,2.0,2.668644525,343.4097064,None,341.7260215,None,space,0.207345568,2.690331949,None,341.7260215,None,341.7260215,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
99,Trial # 95,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9280.jpg,0,encoded_Group2_IMG_9280.jpg,,,,,0.0,94.0,94.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.6600815,None,344.6600815,None,344.6600815,None,3.0,1.079091774,344.6600815,None,344.6600815,None,1.0,2.136564317,345.2938629,None,344.6600815,None,2.0,2.708673358,346.3609362,None,344.6600815,None,space,0.214112591,2.734750195,None,344.6600815,None,344.6600815,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
100,Trial # 96,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0417.jpg,1,Group1_IMG_0417.jpg,,,,,0.0,95.0,95.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.6609803,None,347.6609803,None,347.6609803,None,3.0,0.910278542,347.6609803,None,347.6609803,None,2.0,1.532163009,348.1119202,None,347.6609803,None,1.0,2.170479873,348.7447986,None,347.6609803,None,space,0.452508089,2.195038975,None,347.6609803,None,347.6609803,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
101,Trial # 97,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_9695.jpg,0,encoded_Group2_IMG_9695.jpg,,,,,0.0,96.0,96.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.3284658,None,350.3284658,None,350.3284658,None,1.0,0.91266231,350.3284658,None,350.3284658,None,1.0,1.335904248,350.7956944,None,350.3284658,None,1.0,1.975176418,351.2287429,None,350.3284658,None,space,0.151082273,2.001011931,None,350.3284658,None,350.3284658,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
102,Trial # 98,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_1160.jpg,1,Group1_IMG_1160.jpg,,,,,0.0,97.0,97.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.5297772,None,352.5297772,None,352.5297772,None,3.0,1.046728216,352.5297772,None,352.5297772,None,2.0,1.602623824,353.1295743,None,352.5297772,None,2.0,2.475272187,353.696631,None,352.5297772,None,space,0.419375899,2.503053586,None,352.5297772,None,352.5297772,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
103,Trial # 99,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0448.jpg,1,Group1_IMG_0448.jpg,,,,,0.0,98.0,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.4805179,None,355.4805179,None,355.4805179,None,3.0,1.072167687,355.4805179,None,355.4805179,None,2.0,1.460242521,356.114094,None,355.4805179,None,2.0,1.899562044,356.513777,None,355.4805179,None,space,0.194822195,1.933738916,None,355.4805179,None,355.4805179,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
104,Trial # 100,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0393.jpg,0,encoded_Group2_IMG_0393.jpg,,,,,0.0,99.0,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.6308361,None,357.6308361,None,357.6308361,None,3.0,0.745227064,357.6308361,None,357.6308361,None,1.0,1.168871388,357.9307554,None,357.6308361,None,2.0,1.639970135,358.3636655,None,357.6308361,None,space,0.199183305,1.666376011,None,357.6308361,None,357.6308361,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
105,Trial # 101,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0090.jpg,1,Group1_IMG_0090.jpg,,,,,0.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.5312892,None,359.5312892,None,359.5312892,None,1.0,0.725619968,359.5312892,None,359.5312892,None,1.0,1.382262643,359.7974545,None,359.5312892,None,1.0,1.887339469,360.465191,None,359.5312892,None,space,0.17583719,1.910783155,None,359.5312892,None,359.5312892,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
106,Trial # 102,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0310.jpg,1,Group1_IMG_0310.jpg,,,,,0.0,101.0,101.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.681633,None,361.681633,None,361.681633,None,1.0,0.628145028,361.681633,None,361.681633,None,1.0,1.04976837,361.8492592,None,361.681633,None,1.0,1.389434718,362.2826693,None,361.681633,None,space,0.166532859,1.414222348,None,361.681633,None,361.681633,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
107,Trial # 103,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0528.jpg,0,encoded_Group2_IMG_0528.jpg,,,,,0.0,102.0,102.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.28221,None,363.28221,None,363.28221,None,3.0,0.698824309,363.28221,None,363.28221,None,2.0,1.054581104,363.5323641,None,363.28221,None,2.0,1.427140742,363.8989432,None,363.28221,None,space,0.108033432,1.456219114,None,363.28221,None,363.28221,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
108,Trial # 104,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_1975.jpg,0,encoded_Group2_IMG_1975.jpg,,,,,0.0,103.0,103.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.8995305,None,364.8995305,None,364.8995305,None,1.0,0.628046039,364.8995305,None,364.8995305,None,1.0,1.01779892,365.0675367,None,364.8995305,None,2.0,1.389447384,365.4668648,None,364.8995305,None,space,0.196140035,1.416280202,None,364.8995305,None,364.8995305,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
109,Trial # 105,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0052.jpg,0,encoded_Group2_IMG_0052.jpg,,,,,0.0,104.0,104.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.5341555,None,366.5341555,None,366.5341555,None,1.0,0.610643884,366.5341555,None,366.5341555,None,1.0,0.967527822,366.68437,None,366.5341555,None,1.0,1.438665402,367.0509284,None,366.5341555,None,space,0.13711111,1.464278596,None,366.5341555,None,366.5341555,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
110,Trial # 106,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0225.jpg,0,encoded_Group2_IMG_0225.jpg,,,,,0.0,105.0,105.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.1675385,None,368.1675385,None,368.1675385,None,3.0,0.695112911,368.1675385,None,368.1675385,None,2.0,1.085525491,368.417548,None,368.1675385,None,2.0,1.489781478,368.8176726,None,368.1675385,None,space,0.08395118,1.516884443,None,368.1675385,None,368.1675385,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
111,Trial # 107,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_2231.jpg,1,Group1_IMG_2231.jpg,,,,,0.0,106.0,106.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.8173958,None,369.8173958,None,369.8173958,None,3.0,0.713255701,369.8173958,None,369.8173958,None,2.0,1.036616149,370.0849714,None,369.8173958,None,2.0,1.40717556,370.4188681,None,369.8173958,None,space,0.164502288,1.435068582,None,369.8173958,None,369.8173958,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
112,Trial # 108,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0217.jpg,1,Group1_IMG_0217.jpg,,,,,0.0,107.0,107.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.4513437,None,371.4513437,None,371.4513437,None,4.0,0.841173788,371.4513437,None,371.4513437,None,2.0,1.162503863,371.8351652,None,371.4513437,None,2.0,1.568724221,372.1684435,None,371.4513437,None,space,0.109514003,1.591573918,None,371.4513437,None,371.4513437,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
113,Trial # 109,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0264.jpg,1,Group1_IMG_0264.jpg,,,,,0.0,108.0,108.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.2023982,None,373.2023982,None,373.2023982,None,4.0,0.632481769,373.2023982,None,373.2023982,None,2.0,1.056220294,373.3865552,None,373.2023982,None,3.0,1.826962575,373.8188997,None,373.2023982,None,space,0.092403916,1.858027002,None,373.2023982,None,373.2023982,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
114,Trial # 110,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0254.jpg,0,encoded_Group2_IMG_0254.jpg,,,,,0.0,109.0,109.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.1701699,None,375.1701699,None,375.1701699,None,1.0,1.13017862,375.1701699,None,375.1701699,None,1.0,1.451880586,375.854397,None,375.1701699,None,1.0,1.823504249,376.1868526,None,375.1701699,None,space,0.148266628,1.850353643,None,375.1701699,None,375.1701699,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
115,Trial # 111,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_5433.jpg,0,encoded_Group2_IMG_5433.jpg,,,,,0.0,110.0,110.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.2034267,None,377.2034267,None,377.2034267,None,1.0,0.794742593,377.2034267,None,377.2034267,None,1.0,1.117215876,377.5544207,None,377.2034267,None,1.0,1.456005263,377.8865998,None,377.2034267,None,space,0.112884228,1.483358455,None,377.2034267,None,377.2034267,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
116,Trial # 112,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0252.jpg,1,Group1_IMG_0252.jpg,,,,,0.0,111.0,111.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.870162,None,378.870162,None,378.870162,None,2.0,0.794756485,378.870162,None,378.870162,None,1.0,1.084351091,379.2040156,None,378.870162,None,1.0,1.488935822,379.5033112,None,378.870162,None,space,0.093912468,1.515697389,None,378.870162,None,378.870162,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
117,Trial # 113,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9720.jpg,1,Group1_IMG_9720.jpg,,,,,0.0,112.0,112.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.5043257,None,380.5043257,None,380.5043257,None,3.0,1.432751423,380.5043257,None,380.5043257,None,3.0,1.854741666,381.4890974,None,380.5043257,None,2.0,2.692898298,381.9223762,None,380.5043257,None,space,-0.389017362,2.722179984,None,380.5043257,None,380.5043257,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
118,Trial # 114,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0550.jpg,0,encoded_Group2_IMG_0550.jpg,,,,,0.0,113.0,113.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.2389278,None,383.2389278,None,383.2389278,None,1.0,0.829760877,383.2389278,None,383.2389278,None,1.0,1.185098157,383.6221742,None,383.2389278,None,1.0,1.590824175,383.9882862,None,383.2389278,None,space,-1.503264226,1.61913474,None,383.2389278,None,383.2389278,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
119,Trial # 115,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9915.jpg,1,Group1_IMG_9915.jpg,,,,,0.0,114.0,114.0,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.8886398,None,384.8886398,None,384.8886398,None,1.0,0.941283974,384.8886398,None,384.8886398,None,1.0,1.365189618,385.373011,None,384.8886398,None,2.0,1.769968354,385.806933,None,384.8886398,None,space,0.550988861,1.793322277,None,384.8886398,None,384.8886398,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
120,Trial # 116,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9850.jpg,1,Group1_IMG_9850.jpg,,,,,0.0,115.0,115.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.2735199,None,387.2735199,None,387.2735199,None,1.0,0.649301999,387.2735199,None,387.2735199,None,1.0,1.472452094,387.4730053,None,387.2735199,None,2.0,1.943640987,388.3068162,None,387.2735199,None,space,0.288729241,1.974547257,None,387.2735199,None,387.2735199,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
121,Trial # 117,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_3579.jpg,1,Group1_IMG_3579.jpg,,,,,0.0,116.0,116.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.573235,None,389.573235,None,389.573235,None,2.0,0.963829321,389.573235,None,389.573235,None,2.0,1.787963589,390.0915252,None,389.573235,None,2.0,2.159088475,390.9251091,None,389.573235,None,space,0.154522136,2.187378625,None,389.573235,None,389.573235,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
122,Trial # 118,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0377.jpg,0,encoded_Group2_IMG_0377.jpg,,,,,0.0,117.0,117.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.9416659,None,391.9416659,None,391.9416659,None,1.0,0.845264669,391.9416659,None,391.9416659,None,1.0,1.601112559,392.3416068,None,391.9416659,None,1.0,1.9383448,393.1078025,None,391.9416659,None,space,0.212201422,1.965839354,None,391.9416659,None,391.9416659,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
123,Trial # 119,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0469.jpg,1,Group1_IMG_0469.jpg,,,,,0.0,118.0,118.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.1752119,None,394.1752119,None,394.1752119,None,1.0,1.130206909,394.1752119,None,394.1752119,None,1.0,1.487339437,394.8595857,None,394.1752119,None,1.0,1.858629756,395.2258223,None,394.1752119,None,space,0.172528937,1.887480742,None,394.1752119,None,394.1752119,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
124,Trial # 120,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0100.jpg,0,encoded_Group2_IMG_0100.jpg,,,,,0.0,119.0,119.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.2762451,None,396.2762451,None,396.2762451,None,2.0,0.754395593,396.2762451,None,396.2762451,None,2.0,1.110734067,396.5928212,None,396.2762451,None,1.0,1.815621265,396.9591336,None,396.2762451,None,space,0.161824416,1.850826919,None,396.2762451,None,396.2762451,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
125,Trial # 121,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_5359.jpg,1,Group1_IMG_5359.jpg,,,,,0.0,120.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.3260619,None,398.3260619,None,398.3260619,None,2.0,0.696021776,398.3260619,None,398.3260619,None,1.0,1.052034509,398.5769351,None,398.3260619,None,2.0,1.490078134,398.9427725,None,398.3260619,None,space,0.205822577,1.516025505,None,398.3260619,None,398.3260619,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
126,Trial # 122,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0304.jpg,0,encoded_Group2_IMG_0304.jpg,,,,,0.0,121.0,121.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.093869,None,400.093869,None,400.093869,None,3.0,0.712864377,400.093869,None,400.093869,None,2.0,1.103138385,400.360884,None,400.093869,None,2.0,1.441708189,400.7607506,None,400.093869,None,space,0.190767025,1.469014106,None,400.093869,None,400.093869,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
127,Trial # 123,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0306.jpg,1,Group1_IMG_0306.jpg,,,,,0.0,122.0,122.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.9438284,None,401.9438284,None,401.9438284,None,4.0,0.77284628,401.9438284,None,401.9438284,None,3.0,1.12895657,402.2614449,None,401.9438284,None,3.0,1.500519614,402.6281473,None,401.9438284,None,space,0.219528398,1.52125878,None,401.9438284,None,401.9438284,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
128,Trial # 124,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0224.jpg,1,Group1_IMG_0224.jpg,,,,,0.0,123.0,123.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.7277876,None,403.7277876,None,403.7277876,None,3.0,0.73117866,403.7277876,None,403.7277876,None,2.0,1.553054822,404.0122324,None,403.7277876,None,2.0,1.9598509,404.8445176,None,403.7277876,None,space,0.111779821,1.988694184,None,403.7277876,None,403.7277876,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
129,Trial # 125,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9889.jpg,1,Group1_IMG_9889.jpg,,,,,0.0,124.0,124.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8787685,None,405.8787685,None,405.8787685,None,1.0,0.745914262,405.8787685,None,405.8787685,None,1.0,1.234444475,406.1790655,None,405.8787685,None,1.0,1.639025694,406.679184,None,405.8787685,None,space,0.102137595,1.666634001,None,405.8787685,None,405.8787685,None,,,,,,,,,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
